id,markets,founded in,employees,headquarters,country,total raised (USD),latest_round_amount (USD),latest_round_date,latest_round_type,acquired_by,acquired_at,acquired_amount (USD)
97949,"Big Data > Machine Learning, Hospitality > Restaurants",,,United States,United States,,,,,,,
97952,"Technology, Big Data, Big Data > Machine Learning, Technology > Artificial Intelligence, Data Science > Computer Vision, Data Science",2013.0,11.0,Amsterdam,The Netherlands,,,,,,,
98023,"Internet > Ediscovery, Big Data > Machine Learning, Security > Information Security, Discovery",2007.0,11.0,West Berkshire,United Kingdom,9790348.0,8227848.0,2019-01-21,Series A,,,
98031,"Technology > Artificial Intelligence, Software > Productivity Software > Meeting Software > Video Conferencing, Communication",2013.0,11.0,Oslo,Norway,19642857.0,9642857.0,2017-12-12,Series C,,,
98044,"Social > Communities > Reviews and Recommendations, Big Data > Big Data Analytics, Personalization, Big Data > Machine Learning",2014.0,2.0,,Sweden,396097.0,396097.0,2017-03-29,Venture Capital,,,
98048,"Internet > Social Media, Media > Music, Media > Video, Technology > Artificial Intelligence",2016.0,6.0,Los Angeles,United States,350000.0,350000.0,2016-12-01,Seed fund,,,
98080,"E-Commerce, Big Data > Machine Learning > Natural Language Processing, Marketing > Marketing Automation, Technology > Artificial Intelligence, Marketing, Advertising > Adtech",2014.0,5.0,Göteborg,Sweden,,,,,,,
98123,"Media > News, Big Data > Machine Learning > Natural Language Processing, Big Data > Machine Learning, Technology > Artificial Intelligence",2016.0,1.0,Seoul,South Korea,,,,,,,
98147,"Finance, Big Data > Machine Learning, Technology > Artificial Intelligence, Finance > Financial Services > Consumer Lending, Finance > FinTech",2016.0,9.0,Republic of Belarus,Belarus,,,,,,,
98164,"Software > Productivity Software > Contact Management, Technology > Artificial Intelligence",2016.0,10.0,Limassol,Cyprus,,,,,,,
98200,"Big Data > Machine Learning, Hardware > Computers, Software",2016.0,2.0,San Francisco,India,0.0,0.0,2017-04-01,Seed fund,,,
98202,"Big Data > Machine Learning > Natural Language Processing, Consumers, Big Data > Machine Learning, Marketing",,,San Francisco,United States,680000.0,680000.0,2017-04-01,Seed fund,,,
98209,"Big Data > Machine Learning, Food And Drinks > Food > Cooking > Recipes, Internet of Things, Food And Drinks",2016.0,10.0,New York,United States,400000.0,400000.0,2017-10-30,Angel,,,
98218,"Technology, Big Data > Machine Learning, Analytics > Predictive Analytics, Software",2015.0,11.0,Pyrmont,Australia,,0.0,2017-04-30,Seed fund,,,
98220,"Mobile, Technology, Finance, Technology > Artificial Intelligence, Businesses > Startups, Finance > FinTech, Businesses, Finance > FinTech > Blockchain",2015.0,11.0,Leuven,Belgium,,,,,,,
98254,"Image Recognition, Technology > Artificial Intelligence, Data Science > Computer Vision",2015.0,5.0,Braga,Portugal,,,,,,,
98309,"Media > Music, Technology > Artificial Intelligence, Art",2016.0,3.0,San francisco,United States,,,,,,,
98317,"Big Data, Technology > Artificial Intelligence, Hardware + Software",2016.0,2.0,Toronto,Canada,2500000.0,2500000.0,2017-04-03,Seed fund,,,
98332,"Internet > Consumer Internet > Messaging, Services > Customer Service, Technology > Artificial Intelligence, Social > Social Business",2017.0,3.0,Amsterdam,The Netherlands,,,,,,,
98338,"Software > Games, Technology > Artificial Intelligence, Virtual Reality",2016.0,5.0,San Francisco,United States,,,,,,,
98344,"Technology > Artificial Intelligence, Education > Tutoring, Software > Apps > App",,,,United Kingdom,0.0,0.0,2017-04-03,Angel,,,
98445,"Advertising, Technology > Artificial Intelligence, Finance > Financial Services, Finance > Trading > Stock Exchanges",2012.0,20.0,New York,United States,,,,,,,
98480,"Big Data, Big Data > Machine Learning, Robotics, Data Science > Computer Vision, Internet > Cloud Computing > Cloud Infrastructure",2016.0,11.0,Palo Alto,United States,25000000.0,0.0,2018-11-01,Undisclosed funding,,,
98502,"Technology > Artificial Intelligence, Big Data > Data Visualization, Marketing",,,New York,United States,,0.0,2018-11-16,Seed fund,,,
98510,"Big Data > Machine Learning, New Product Development > Product Design",2015.0,2.0,New York,United States,0.0,0.0,2017-04-03,Seed fund,,,
98538,"Mobile, Big Data > Machine Learning > Natural Language Processing > Speech Recognition, Health > Personal Health > Quantified Self",2016.0,2.0,Boston,United States,,,,,,,
98551,"Technology > Artificial Intelligence, Internet of Things, Hardware > Computers, Software",,,Bengaluru,India,156446.0,156446.0,2017-09-26,Angel,,,
98583,"Internet > Cloud Computing, Big Data, Big Data > Machine Learning, Technology > Artificial Intelligence",2015.0,110.0,Bangalore,India,,,,,,,
98590,"Technology, Services, Services > Business Services, Big Data, Big Data > Machine Learning, Technology > Artificial Intelligence, Data Science",2017.0,2.0,,Belgium,,,,,,,
98602,"Internet > SaaS, Big Data > Machine Learning > Natural Language Processing, Marketing > Business Intelligence",,,Milan,Italy,7000000.0,7000000.0,2018-04-24,Angel,,,
98627,"Internet > Social Media, Design, Internet > SaaS, Big Data, Events > Event Management, Technology > Artificial Intelligence",2015.0,2.0,Paris,France,,,,,,,
98643,"Big Data > Machine Learning > Natural Language Processing, Big Data > Machine Learning, Software",2017.0,2.0,Lincoln,United States,20000.0,20000.0,2017-05-05,Angel,,,
98665,"Consumer Electronics, Technology > Artificial Intelligence, Software, Services > Translation Services",2017.0,20.0,Rotterdam,The Netherlands,,,,,,,
98680,"Services > Business Services, Industry > Manufacturing, Technology > Artificial Intelligence, Consumer Electronics > Wearables > Augmented Reality, Services > Business Services > Agency, Software > Apps > App Development",2013.0,11.0,Poznan,Poland,,,,,,,
98818,"Big Data, Big Data > Machine Learning, Travel > Travel & Tourism",2016.0,3.0,Paris,France,,,,,,,
98871,Big Data > Machine Learning,2014.0,2.0,,Sweden,,,,,,,
98881,"Consumer Electronics, Technology > Artificial Intelligence, Consumer Electronics > Wearables > Augmented Reality, Consumer Electronics > Wearables",2015.0,2.0,Lichfield,United Kingdom,,,,,,,
98896,"Internet > SaaS, Big Data, Big Data > Machine Learning, Health Care > Medical",2016.0,4.0,Malden,The Netherlands,0.0,,,,,,
98912,"Big Data > Machine Learning, Technology > Artificial Intelligence, Data Science > Computer Vision",2013.0,11.0,,Australia,,,,,Xped ltd.,2017-05-11,662877.0
98920,"Internet > Social Media, Recruiting, Big Data, Big Data > Machine Learning",,,Toronto,Canada,3100000.0,3100000.0,2017-09-22,Seed fund,,,
98925,"Big Data > Machine Learning, Businesses > Consulting, Marketing Intelligence",2001.0,2.0,Toronto,Canada,,,,,,,
98979,"Big Data > Machine Learning, Data Science > Computer Vision > Face Recognition",2015.0,11.0,Moscow,Russia,1500000.0,1500000.0,2017-05-12,Private equity,,,
98983,"Technology > Artificial Intelligence, Smart Home",,,Palo Alto,United States,17000000.0,17000000.0,2017-05-12,Venture Capital,,,
99016,"Big Data, Big Data > Machine Learning, Internet of Things",1999.0,11.0,Ljubljana,Slovenia,,,,,,,
99027,"Businesses > Venture Capital, Technology > Artificial Intelligence",,,,Norway,,,,,,,
99070,"Internet > Web Development, Big Data > Machine Learning > Natural Language Processing, Software > Mobile Applications > iOS, Software > Mobile Applications > Android",2009.0,61.0,Sumy,Ukraine,,,,,,,
99154,"Big Data, Big Data > Machine Learning",,11.0,Palo Alto,United States,,,,,Apple,2017-05-14,200000000.0
99155,"Big Data, Big Data > Machine Learning, Software",,11.0,Winnipeg,Canada,5000000.0,5000000.0,2017-05-10,Series A,,,
99160,"Recruiting, Technology > Artificial Intelligence, Businesses > Human Resources",2011.0,11.0,San Francisco,United States,29400000.0,18000000.0,2017-10-19,Series B,,,
99164,"Technology, Finance, Big Data, Big Data > Machine Learning, Technology > Artificial Intelligence, Finance > FinTech, Technology > Deep Tech",2015.0,2.0,,Sweden,800000.0,800000.0,2017-04-05,Seed fund,,,
99249,"Technology > Artificial Intelligence, NFC",2002.0,11.0,De Meern,The Netherlands,,,,,,,
99287,"Personalization, Big Data, Big Data > Machine Learning, Consumer Goods > Beauty",2016.0,2.0,New York City,,,,,,,,
99288,"Technology, Big Data, Big Data > Machine Learning, Technology > Artificial Intelligence, Businesses > Human Resources, Businesses, Societal Impact, Technology > Deep Tech",2013.0,11.0,Paris,France,2300000.0,2300000.0,2018-05-25,Seed fund,,,
99359,"E-Commerce, Big Data > Machine Learning, Technology > Artificial Intelligence",2002.0,11.0,Leça da Palmeira,,,,,,,,
99386,"Big Data, Big Data > Machine Learning, Technology > Artificial Intelligence, Data Science",2000.0,51.0,Amsterdam,The Netherlands,,,,,,,
99626,"Internet > Search, Big Data > Machine Learning > Natural Language Processing, Marketing > Business Intelligence",2015.0,2.0,,,,,,,,,
99716,Technology > Artificial Intelligence,2017.0,2.0,,,,,,,,,
99717,"Big Data, Big Data > Machine Learning, Technology > Data Mining, Technology > Artificial Intelligence, Analytics > Social Media Monitoring",2013.0,2.0,,,,,,,,,
99726,"Analytics, Big Data > Machine Learning, Internet of Things, Retail > Retail Technology",2017.0,7.0,San Francisco,United States,,,,,,,
99761,"Internet > Databases, Design > Web Design, Big Data > Machine Learning > Natural Language Processing, Big Data > Machine Learning, Software > Productivity Software > Project Management",2014.0,2.0,,,,,,,,,
99975,"Internet > Search, E-Commerce, Technology > Artificial Intelligence",,2.0,New York,United States,0.0,0.0,2017-04-06,Seed fund,,,
99976,"Consumer Electronics > Wireless, Big Data > Machine Learning, Internet of Things > Sensors",,,San Diego,United States,716000.0,716000.0,2017-04-06,Seed fund,,,
100028,"Technology, Transportation, Transportation > Vehicles > Automotive, Big Data, Big Data > Machine Learning, Technology > Data Mining, Sharing Economy, Sharing Economy > Ride Sharing, Big Data > Machine Learning > Deep Learning",2012.0,8.0,London,United Kingdom,0.0,0.0,2014-04-14,Angel,,,
100037,"Technology, Services, Services > Customer Service, Marketing > Internet Marketing, Technology > Artificial Intelligence, Services > Customer Service > Customer Support Tools, Communication > Chat, Marketing, Marketing > Internet Marketing > Conversion Optimization, Communication",2017.0,2.0,Brussels,Belgium,899485.0,379518.0,2018-01-10,Seed fund,,,
100054,"Analytics, Big Data, Technology > Artificial Intelligence",2007.0,501.0,,United States,80000000.0,80000000.0,2017-04-07,Series D,,,
100055,"Big Data, Technology > Artificial Intelligence, Internet > Cloud Computing > Cloud Infrastructure",,,Taiwan,Taiwan,500000.0,500000.0,2017-08-15,Seed fund,,,
100068,"Finance, Transportation > Vehicles > Automotive > Cars, Technology > Artificial Intelligence",,,,China,2500000.0,2500000.0,2017-04-08,Seed fund,,,
100128,"Mobile, Internet > SaaS, Big Data > Machine Learning, Services > Business Services > Agency",2014.0,25.0,Chandigarh,India,,,,,,,
100138,"Big Data, Marketing > Business Intelligence, Technology > Artificial Intelligence",,,Mountain View,United States,3000000.0,3000000.0,2017-04-10,Seed fund,,,
100148,"Internet > Social Media, Services > Location Based Services, Big Data > Machine Learning, Technology > Artificial Intelligence, Dating",2017.0,2.0,New York City,United States,0.0,0.0,2017-04-10,Private equity,,,
100157,"Technology > Artificial Intelligence, Internet of Things, Internet of Things > Sensors, Drones, Consumer Electronics > Wearables, Smart Home",2015.0,11.0,New York,United States,1700000.0,1700000.0,2017-05-22,Seed fund,,,
100168,"Internet > Cloud Computing, Big Data > Machine Learning, Businesses > Consulting, Internet > Cloud Computing > Cloud Management",2016.0,,Santa Rosa,United States,,,,,,,
100205,"Analytics, Big Data, Big Data > Machine Learning, Technology > Artificial Intelligence",,,Ottawa,Canada,12700000.0,8400000.0,2018-05-02,Series A,,,
100217,"Technology > Artificial Intelligence, Communication > Chat, Gaming, Sports > Sports Technology",2016.0,4.0,Tel Aviv,Israel,,,,,,,
100232,"Technology > Artificial Intelligence, Travel > Travel & Tourism, Communication > Chat",2016.0,5.0,Yogyakarta,Indonesia,,,,,,,
100243,"Big Data > Machine Learning > Natural Language Processing, Big Data > Machine Learning, Technology > Artificial Intelligence, Finance > Financial Services, Finance > Risk Management, Data Science",2016.0,11.0,San Francisco,United States,7650000.0,7650000.0,2017-05-23,Seed fund,,,
100263,"Big Data > Machine Learning, Technology > Artificial Intelligence",2017.0,11.0,Dallas,United States,20000000.0,20000000.0,2017-05-23,Private equity,,,
100271,"Mobile, Media > Music, Technology, Media > Audio, Technology > Artificial Intelligence, Media, Media > Radio, Communications",2016.0,,Helsinki,Finland,1170412.0,833333.0,2017-09-01,Venture Capital,,,
100293,"Big Data > Machine Learning > Natural Language Processing, Big Data > Machine Learning, Education > Tutoring, Education > EdTech",2016.0,7.0,Sydney,Australia,,,,,,,
100323,"Big Data > Machine Learning > Natural Language Processing, Big Data > Machine Learning, Data Science > Computer Vision, Internet > Consumer Internet",2017.0,5.0,New York,United States,,,,,,,
100325,"Big Data > Machine Learning, Internet of Things, Internet of Things > Home Automation, Smart Home",2016.0,2.0,Barcelona,Spain,,,,,,,
100336,"Services > Customer Service, Technology > Artificial Intelligence, Software",2016.0,11.0,Campbell,United States,6500000.0,6500000.0,2017-05-25,Series A,,,
100456,"Transportation > Vehicles > Automotive, Big Data > Machine Learning, Robotics, Finance > Insurance",,,Ljubljana,Slovenia,1412766.0,1200000.0,2018-07-03,Venture Capital,,,
100488,"Technology > Artificial Intelligence, Internet of Things > Sensors, Health Care",2016.0,11.0,San Francisco,United States,,0.0,2016-05-25,Seed fund,,,
100489,"Technology, Finance, Internet, Internet > Real Time, Big Data, Big Data > Machine Learning > Natural Language Processing, Big Data > Machine Learning, Technology > Artificial Intelligence, Finance > FinTech",2016.0,,Belfast,United Kingdom,675676.0,625000.0,2017-04-13,Seed fund,,,
100515,"Services > Customer Service, Technology > Artificial Intelligence",2015.0,11.0,Palo Alto,United States,,,,,ServiceNow,2017-05-17,0.0
100541,"Finance > Accounting, Technology > Artificial Intelligence",2017.0,,New York,United States,0.0,0.0,2017-04-15,Angel,,,
100553,"Events, Technology > Artificial Intelligence",,,Amsterdam,The Netherlands,0.0,0.0,2017-05-30,Undisclosed funding,,,
100556,Technology > Artificial Intelligence,2017.0,2.0,,Israel,3500000.0,3500000.0,2017-05-30,Seed fund,,,
100588,"Navigation, Technology > Artificial Intelligence, Software",,2.0,,United States,3130000.0,3130000.0,2017-04-15,Seed fund,,,
100623,"Technology, Analytics, Technology > Artificial Intelligence, Health Care > Medical, Health Care, Health Care > Medical > Medical Devices, Technology > Deep Tech",2015.0,11.0,Amsterdam,The Netherlands,14022343.0,11494253.0,2019-02-25,Series A,,,
100648,"Internet > Cloud Computing, Technology, Finance, Internet, Technology > Artificial Intelligence, Finance > Financial Services",2012.0,,Vienna,Austria,,,,,,,
100654,"Design, Technology, Technology > Artificial Intelligence, Design > User Experience Design, Application Platforms, Intelligent Systems",2014.0,10.0,Sydney,Australia,,,,,,,
100680,"Nutrition, Technology > Artificial Intelligence",2017.0,2.0,San Francisco,United States,,,,,,,
100682,Big Data > Machine Learning,2015.0,11.0,,,,,,,,,
100691,"Big Data, Big Data > Machine Learning, Internet of Things, Agriculture, Societal Impact",2016.0,5.0,Roma,The Netherlands,200000.0,200000.0,,,,,
100702,"E-Commerce, Advertising, Retail, Technology, Analytics, Big Data, Technology > Artificial Intelligence, Internet of Things, Marketing",2017.0,8.0,Bratislava,Slovakia (Slovak Republic),,,,,,,
100733,"Recruiting, Big Data > Machine Learning, Recruiting > Employment, Gamification",2015.0,20.0,Manama,Bahrain,2500000.0,2500000.0,2017-04-17,Seed fund,,,
100761,Big Data > Machine Learning,,,Göteborg,Sweden,374670.0,374670.0,2017-11-14,Venture Capital,,,
100780,"Retail, Technology, Big Data, Big Data > Machine Learning, Technology > Artificial Intelligence, Retail > Retail Technology",2016.0,12.0,Linz,Austria,,,,,,,
100790,"Big Data > Machine Learning > Natural Language Processing, Analytics > Text Analytics",2014.0,11.0,Prague,Czech Republic,,,,,,,
100799,"Technology > Data Mining, Technology > Artificial Intelligence",2015.0,2.0,Ljubljana,Slovenia,,,,,,,
100808,"Hardware, Technology > Artificial Intelligence",2015.0,2.0,San Francisco,United States,230000.0,230000.0,,Undisclosed,,,
100831,"Travel, Technology > Artificial Intelligence, Marketing > Digital Marketing",2013.0,,Venice,Italy,,,,,,,
100860,"Internet > Web Tools, Real Estate, Technology > Artificial Intelligence",,,Los Angeles,United States,3000000.0,3000000.0,2017-04-19,Undisclosed funding,,,
100909,"Big Data, Big Data > Machine Learning, Technology > Artificial Intelligence, Data Science > Computer Vision",2013.0,32.0,,Hong Kong,,,,,,,
100983,"Knowledge Management > Career Management, Technology > Artificial Intelligence",2014.0,,New York,United States,8000000.0,8000000.0,2017-06-06,Series A,,,
100992,"Technology > Artificial Intelligence, Marketing, Social, Marketing Intelligence",2016.0,15.0,Indianapolis,United States,2300000.0,2300000.0,2017-06-06,Seed fund,,,
101018,"Technology > Artificial Intelligence, Finance > Personal Finance",,,,France,22471910.0,22471910.0,2017-06-03,Venture Capital,,,
101019,"Technology > Artificial Intelligence, Software",2014.0,2.0,,United States,1600000.0,1600000.0,2017-04-21,Seed fund,,,
101055,"Businesses > Monetization, Big Data > Machine Learning, Performance Marketing, Affiliates",2016.0,11.0,Las Vegas,United States,,,,,,,
101070,"Mobile, Advertising, Big Data > Machine Learning, Marketing",2015.0,,,United States,200000.0,200000.0,2017-04-22,Seed fund,,,
101075,"Analytics, Technology > Artificial Intelligence, Security > Cyber Security",2015.0,11.0,San Jose,United States,28600000.0,20000000.0,2018-06-27,Series B,,,
101090,"Big Data > Machine Learning, Mobile > Mobile Advertising, Analytics > Predictive Analytics, Performance Marketing",2013.0,40.0,Netanya,Israel,,,,,,,
101097,"Technology > Artificial Intelligence, Industry",,,California,United States,20000000.0,20000000.0,2017-06-08,Series B,,,
101189,"Software > Open Source, Media > Digital Media, Big Data, Technology > Artificial Intelligence",2014.0,2.0,Los Angeles,United States,1900000.0,1900000.0,2017-08-15,Venture Capital,,,
101275,"Finance, Technology > Artificial Intelligence, Legal",2016.0,11.0,San Francisco,United States,4000000.0,4000000.0,2017-06-12,Venture Capital,,,
101323,"Internet > Consumer Internet > Messaging, Technology > Artificial Intelligence, Big Data > Machine Learning > Natural Language Processing > Speech Recognition",2012.0,2.0,Kent,United Kingdom,,0.0,2017-06-14,Series A,,,
101346,"Internet > Consumer Internet > Messaging, Technology > Artificial Intelligence, Information Services",,,Austin,United States,100000.0,100000.0,2017-06-12,Seed fund,,,
101348,"Media > News, Big Data > Machine Learning, Technology > Artificial Intelligence, Finance > Investment",,,Pittsburgh,United States,,0.0,2017-06-08,Seed fund,,,
101467,"Technology > Artificial Intelligence, Data Science > Computer Vision",2016.0,8.0,Tel Aviv,Israel,12600000.0,11000000.0,2019-03-06,Series A,,,
101608,"Technology > Artificial Intelligence, Health Care",2014.0,201.0,England,United Kingdom,5405405.0,5128205.0,2017-06-19,Series A,,,
101646,Big Data > Machine Learning,2010.0,11.0,Bloemfontein,South Africa,2000000.0,2000000.0,2017-06-21,Venture Capital,,,
101650,"Analytics, Technology > Artificial Intelligence",,,Mountain View,United States,50000000.0,50000000.0,2017-06-20,Venture Capital,,,
101691,"Big Data > Machine Learning, Businesses > Consulting, Marketing > Business Intelligence, Finance > Financial Services",1917.0,2800.0,Amsterdam,The Netherlands,,,,,,,
101712,"Advertising, Technology, Advertising > Advertising Platforms, Technology > Artificial Intelligence, Virtual Reality, Marketing, Marketing > Digital Marketing",2014.0,11.0,London,United Kingdom,2836482.0,198744.0,2017-06-21,Equity crowdfunding,,,
101717,"Internet, Internet > SaaS, Analytics, Big Data, Big Data > Machine Learning, Analytics > Predictive Analytics, Agriculture",2017.0,11.0,Linköping,Sweden,,0.0,2017-06-21,Grant,,,
101843,"Big Data, Big Data > Machine Learning, Internet of Things",2016.0,11.0,Jakarta,Indonesia,,0.0,2018-06-06,Undisclosed funding,,,
101844,"Technology, Technology > Artificial Intelligence, Software > Testing, Software, Software > Developer Tools, Technology > Deep Tech",2016.0,11.0,Oxford,United Kingdom,22972973.0,21794872.0,2017-06-27,Series A,,,
101873,"Mobile, Big Data > Machine Learning, Technology > Artificial Intelligence",2017.0,2.0,Austin,United States,,,,,,,
101895,"Technology > Artificial Intelligence, Health Care > Medical, Health Care, Virtual Reality, Health",2016.0,,Tokyo,Japan,1353791.0,1353791.0,2017-06-28,Series A,,,
101958,"Software > Enterprise Software, Big Data > Machine Learning, Technology > Artificial Intelligence, Security > Cyber Security",,,Chicago,United States,20000.0,20000.0,2017-06-01,Grant,,,
101961,"Technology > Artificial Intelligence, Software",2016.0,2.0,London,United Kingdom,20000.0,20000.0,2017-06-01,Grant,,,
102027,"Technology, Analytics, Sports, Businesses > Venture Capital, Technology > Artificial Intelligence, Virtual Reality, Businesses > Startups, Gaming > ESports",2017.0,11.0,San Francisco,United States,,,,,,,
102071,"Services > Location Based Services, E-Commerce > Online Shopping > Marketplaces, Technology > Artificial Intelligence",,,,Latvia,0.0,0.0,2017-06-01,Seed fund,,,
102092,"Big Data > Machine Learning, Technology > Artificial Intelligence",,,,United States,0.0,0.0,2017-06-01,Seed fund,,,
102096,"Big Data > Machine Learning, Technology > Artificial Intelligence",,,,Singapore,0.0,0.0,2017-06-01,Seed fund,,,
102188,"Security, Big Data > Machine Learning, Biometrics",2015.0,11.0,,Israel,,,,,Adjust,2019-01-22,0.0
102258,"E-Commerce, Social > Communities > Reviews and Recommendations, Personalization, Big Data, Big Data > Machine Learning, Analytics > Predictive Analytics",2014.0,2.0,Europe,,,,,,,,
102282,"Big Data > Machine Learning, Agriculture, Education > Learning, Consumer Goods > Cannabis",2015.0,2.0,Boulder,United States,,,,,,,
102294,"Technology > Artificial Intelligence, Online Travel, Online Booking",2015.0,11.0,Berlin,Germany,10240964.0,9659091.0,2017-07-06,Series A,,,
102329,"Technology > Artificial Intelligence, Technology > Biotechnology",,,Cork,United States,0.0,0.0,2017-06-07,Angel,,,
102331,"Big Data > Machine Learning, Data Science > Computer Vision, Media > Video > Video Editing",2015.0,11.0,,Denmark,2800000.0,2800000.0,2017-06-08,Series A,Apple,2018-10-10,30000000.0
102347,"Technology, Finance, Big Data, Big Data > Machine Learning, Technology > Artificial Intelligence, Finance > Investment > Investment Management, Finance > FinTech, Finance > Investment",,2.0,San Francisco,United States,50000.0,50000.0,2017-06-10,Seed fund,,,
102348,"Advertising, Media > Video, Technology > Artificial Intelligence, Advertising > Adtech",2012.0,51.0,Shanghai,China,22100000.0,22100000.0,2017-06-10,Series B,,,
102356,"Media > Music, Technology > Artificial Intelligence",2007.0,2.0,Madrid,Spain,,0.0,2018-11-07,Angel,,,
102425,"Big Data > Machine Learning, Data Science > Computer Vision, Homeland Security",,11.0,New York,United States,4500000.0,4500000.0,2017-07-05,Seed fund,,,
102490,"Finance > Trading, Technology > Artificial Intelligence, Finance > FinTech, Finance > FinTech > Blockchain",2017.0,2.0,London,United Kingdom,,,,,,,
102572,Technology > Artificial Intelligence,,,Bangalore,India,,,,,Google,2017-07-12,0.0
102574,"Consumer Electronics, Technology, Technology > Artificial Intelligence, Consumer Electronics > Wearables > Augmented Reality, Consumer Electronics > Wearables, Smart Home",2015.0,11.0,Tel Aviv,Israel,23500000.0,16000000.0,2018-12-11,Series B,,,
102599,Technology > Artificial Intelligence,2001.0,10001.0,Parramatta,Spain,0.0,,,,,,
102605,"Big Data > Big Data Analytics, Big Data > Machine Learning, Health Care",,2.0,New York City,,,,,,,,
102614,"Big Data > Machine Learning, Security > Cyber Security",2016.0,11.0,Boston,United States,7000000.0,7000000.0,2017-07-13,Venture Capital,,,
102648,"Big Data > Machine Learning, Security > Cyber Security",,,Tel Aviv,Israel,32000000.0,32000000.0,2017-07-12,Series B,,,
102652,"Technology > Artificial Intelligence, Health Care > Medical",,,San Francisco,United States,2000000.0,2000000.0,2017-07-01,Seed fund,,,
102736,"Internet > Search, Mobile, Personalization, Big Data, Technology > Artificial Intelligence",2016.0,2.0,San Francisco,United States,195000.0,130000.0,2017-07-30,Grant,,,
102737,"Big Data, Big Data > Machine Learning, Industry > Logistics, Industry, Industry > Logistics > Maritime",2016.0,2.0,Rotterdam,The Netherlands,,,,,,,
102752,"Technology > Information Technology, Technology > Artificial Intelligence, Hardware + Software",2015.0,2.0,Shanghai,China,0.0,0.0,2017-06-23,Series A,,,
102758,"Businesses > Startups > Entrepreneur, Technology > Artificial Intelligence, Businesses > Startups, Businesses",,,,Denmark,0.0,0.0,2017-06-23,Angel,,,
102766,"Education, Technology > Artificial Intelligence, Organizational Tools",,,Nigeria,Nigeria,,,,,,,
102771,"Big Data, Image Recognition, Big Data > Machine Learning, Agriculture",2016.0,11.0,,The Netherlands,,,,,,,
102772,"Consumers, Tracking, Big Data > Machine Learning",,,,United States,0.0,0.0,2017-06-23,Seed fund,,,
102786,"Analytics, Technology > Artificial Intelligence, Businesses > Business Development",2012.0,11.0,Bengaluru,India,0.0,0.0,2017-06-26,Seed fund,,,
102798,"Transportation, Big Data > Machine Learning, Analytics > Predictive Analytics",,,Palo Alto,United States,4600000.0,2300000.0,2017-10-30,Seed fund,,,
102809,"Technology, Finance, Personalization, Analytics, Big Data, Marketing > Business Intelligence, Technology > Artificial Intelligence, Finance > Financial Services, Big Data > Data Visualization, Marketing, Finance > FinTech",2016.0,11.0,Dublin,Ireland,0.0,0.0,2017-06-26,Angel,,,
102893,"Internet > Search, E-Commerce, Internet, Big Data > Machine Learning, Technology > Artificial Intelligence",,2.0,Earth,United States,200000.0,200000.0,2017-06-26,Seed fund,,,
102912,"Travel, Services > Customer Service, Technology > Artificial Intelligence",2016.0,,Paris,France,1204819.0,1123596.0,2017-06-26,Seed fund,,,
102917,"Big Data, Big Data > Machine Learning, Technology > Artificial Intelligence",2016.0,2.0,San Francisco,United States,3500000.0,3500000.0,2017-05-16,Seed fund,,,
102969,"Transportation > Vehicles > Automotive, Big Data > Machine Learning, Robotics, Software",2015.0,11.0,Mountain View,United States,65000000.0,15000000.0,2017-09-28,Venture Capital,,,
102999,"Big Data, Big Data > Machine Learning, Agriculture",,,South San Francisco,United States,200000000.0,200000000.0,2017-07-19,Series B,,,
103018,"Big Data > Machine Learning, Software, Businesses > Startups, Finance > FinTech > Blockchain",2017.0,60.0,Lviv,Ukraine,,,,,,,
103032,"Technology > Artificial Intelligence, Services > Customer Service > Customer Support Tools, Communication > Chat",,201.0,Toronto,Canada,16582184.0,14082184.0,2018-12-18,Series A,,,
103033,"Sports, Technology > Artificial Intelligence, Marketing",2017.0,2.0,London,United Kingdom,0.0,0.0,2017-06-27,Undisclosed funding,,,
103044,"Industry > Manufacturing, Technology > Artificial Intelligence, Research",,,Guangzhou,China,15000000.0,15000000.0,2017-11-13,Series B,,,
103046,"Big Data, Big Data > Machine Learning, Security > Cyber Security",2015.0,11.0,San Francisco,United States,15800000.0,15800000.0,2017-07-20,Series A,,,
103047,Technology > Artificial Intelligence,,,,China,0.0,0.0,2017-06-27,Angel,,,
103087,"Sports, Big Data > Machine Learning, Technology > Artificial Intelligence, Marketing",,,London,United Kingdom,481579.0,350000.0,2017-07-21,Seed fund,,,
103100,"Big Data > Machine Learning > Natural Language Processing, Big Data > Machine Learning, Services > Customer Service > Customer Support Tools, Communication > Chat",2015.0,10.0,Bangalore,India,3000000.0,3000000.0,2018-11-27,Series A,,,
103109,"Software > Enterprise Software, Internet > SaaS, Analytics, Big Data, Technology > Artificial Intelligence, Sales and Marketing > Sales Automation, Sales and Marketing > Lead Generation, Sales and Marketing > Sales Tools",2016.0,9.0,Kharkiv,Ukraine,0.0,0.0,,,,,
103133,"Internet > Search, Big Data > Machine Learning > Natural Language Processing, Media",2016.0,11.0,,United States,8000000.0,8000000.0,2017-06-29,Venture Capital,,,
103143,"Technology, Finance, Big Data, Technology > Artificial Intelligence, Finance > Financial Services, Finance > FinTech",,,Chicago,United States,0.0,0.0,2017-06-30,Angel,,,
103159,"Internet > Cloud Computing, Big Data > Machine Learning, Software",2016.0,11.0,Zur Igal,Israel,,,,,,,
